code,name,self_employment_income_count,self_employment_income_mean,self_employment_income_median,employment_income_count,employment_income_mean,employment_income_median,pension_income_count,pension_income_mean,pension_income_median,total_income_count,total_income_mean,total_income_median,total_tax_count,total_tax_mean,total_tax_median,total_tax_amount
W06000005,Flintshire,6,"21,200","17,000",60,"30,900","26,200",24,"19,900","18,100",81,"32,000","26,000",81,"4,140","2,480",334
W06000002,Gwynedd,9,"19,400","13,300",36,"27,200","23,900",17,"19,100","16,700",51,"30,500","24,800",51,"3,740","2,220",192
W06000001,Isle of Anglesey,4,"19,300","15,000",24,"27,200","22,700",13,"20,000","17,900",35,"29,000","23,800",35,"3,410","2,010",121
W06000024,Merthyr Tydfil,2,"21,200","19,600",19,"27,900","24,300",7,"16,300","15,100",25,"28,400","24,300",25,"3,180","2,100",80
W06000021,Monmouthshire,6,"23,700","14,100",35,"35,700","27,400",17,"21,700","18,300",51,"38,300","28,300",51,"6,140","2,810",314
W06000012,Neath Port Talbot,5,"17,500","15,200",52,"28,300","24,200",22,"17,900","17,200",69,"29,100","24,000",69,"3,360","2,050",233
W06000022,Newport,5,"17,100","13,800",57,"30,100","25,200",18,"19,300","17,400",72,"31,300","25,700",72,"3,930","2,420",283
W06000009,Pembrokeshire,9,"16,400","13,100",39,"28,000","23,600",22,"19,100","16,500",58,"30,500","24,600",58,"3,750","2,180",218
W06000023,Powys,13,"17,500","14,100",42,"28,000","23,600",24,"18,300","16,800",65,"30,700","24,400",65,"3,820","2,110",248
W06000016,"Rhondda, Cynon, Taff",9,"19,300","17,200",89,"28,700","24,100",30,"17,600","16,500",116,"29,100","24,100",116,"3,340","2,100",389
W06000011,Swansea,8,"21,400","14,900",86,"30,100","24,900",33,"19,200","17,700",113,"31,900","25,400",113,"4,090","2,330",463
W06000014,The Vale of Glamorgan,6,"25,600","14,600",46,"33,600","25,200",23,"21,200","18,000",65,"36,700","26,800",65,"5,660","2,530",370
W06000020,Torfaen,3,"17,600","14,900",34,"27,600","24,200",12,"17,400","17,300",43,"28,800","24,400",43,"3,240","2,180",139
W06000006,Wrexham,4,"23,700","16,800",52,"28,900","24,600",20,"18,900","16,600",68,"30,400","24,900",68,"3,800","2,180",260
S92000003,Scotland,226,"29,300","15,900","2,060","33,100","26,600",746,"19,600","16,900","2,690","35,100","26,800","2,690","5,430","2,560","14,600"
S12000033,Aberdeen City,6,"27,300","18,200",87,"37,900","28,200",25,"21,500","17,800",108,"39,200","29,100",108,"6,850","2,980",737
S12000034,Aberdeenshire,12,"28,000","17,700",102,"37,800","28,800",43,"20,400","17,300",137,"39,700","29,800",137,"6,900","2,960",944
S12000041,Angus,6,"25,400","16,900",43,"30,900","25,800",19,"20,000","16,900",60,"32,500","25,800",60,"4,490","2,340",269
S12000035,Argyll and Bute,6,"22,700","13,300",29,"32,200","27,400",14,"22,600","17,700",43,"34,900","28,000",43,"5,250","2,730",224
S12000005,Clackmannanshire,2,"24,600","17,800",19,"32,500","25,500",7,"19,000","16,700",25,"32,900","25,700",25,"4,830","2,470",120
S12000006,Dumfries and Galloway,9,"21,700","16,000",50,"27,400","23,900",26,"18,500","16,600",73,"29,900","24,500",73,"3,680","2,130",269
S12000042,Dundee City,4,"22,400","14,400",48,"28,500","24,100",15,"18,300","16,300",60,"30,200","24,400",60,"3,780","2,120",229
S12000008,East Ayrshire,5,"20,600","15,600",46,"30,500","25,800",16,"18,500","16,600",61,"31,000","25,400",61,"4,070","2,280",247
S12000045,East Dunbartonshire,5,"35,300","17,400",44,"37,800","30,400",21,"22,500","19,400",63,"39,000","29,900",63,"6,550","3,070",416
S12000010,East Lothian,6,"47,600","16,900",40,"37,300","26,500",17,"21,600","18,500",56,"41,300","27,200",56,"7,830","2,620",441
S12000011,East Renfrewshire,5,"34,400","17,300",38,"38,400","29,800",15,"22,100","19,100",51,"41,900","30,600",51,"7,530","3,210",384
S12000036,"Edinburgh, City of",24,"63,000","14,900",210,"39,300","28,000",62,"22,700","18,900",267,"44,900","28,900",267,"8,950","2,950","2,400"
S12000014,Falkirk,5,"23,400","17,300",65,"32,400","26,500",22,"19,200","17,600",85,"32,500","26,200",85,"4,600","2,510",389
S12000047,Fife,15,"24,600","16,300",128,"31,200","26,100",56,"19,400","17,000",177,"32,400","25,800",177,"4,590","2,440",812
S12000049,Glasgow City,21,"25,200","16,800",225,"31,100","25,900",50,"17,300","15,400",270,"32,400","26,000",270,"4,520","2,420","1,220"
S12000017,Highland,15,"21,500","14,900",90,"29,800","25,800",36,"19,400","16,500",121,"32,600","26,800",121,"4,400","2,500",533
S12000018,Inverclyde,2,"25,300","13,400",28,"30,200","24,100",13,"20,500","16,800",38,"31,500","24,700",38,"4,400","2,220",168
S12000019,Midlothian,4,"25,600","18,100",42,"32,500","27,200",14,"18,800","16,700",53,"33,900","27,900",53,"4,970","2,760",262
S12000020,Moray,4,"20,900","14,700",34,"31,000","24,200",16,"19,000","16,700",46,"33,000","25,200",46,"4,600","2,210",214
S12000013,Na h-Eileanan Siar,1,"17,200","12,600",10,"26,800","24,600",4,"18,300","15,200",13,"30,800","25,800",13,"4,000","2,570",50
S12000021,North Ayrshire,5,"18,000","14,400",45,"30,400","26,700",19,"19,200","16,400",61,"30,900","26,100",61,"4,000","2,470",244
S12000050,North Lanarkshire,9,"22,500","17,600",132,"31,000","26,300",36,"15,700","14,800",159,"31,500","26,200",159,"4,150","2,450",660
S12000023,Orkney Islands,2,"16,400","11,400",8,"30,700","27,000",3,"20,900","16,800",11,"33,300","27,000",11,"4,540","2,620",50
S12000048,Perth and Kinross,8,"30,400","18,200",62,"32,000","25,300",27,"20,100","17,100",85,"34,900","26,400",85,"5,470","2,470",466
S12000038,Renfrewshire,6,"22,700","14,900",73,"31,500","25,900",28,"17,800","16,100",95,"32,000","25,400",95,"4,340","2,280",413
S12000026,Scottish Borders,8,"24,100","15,500",41,"30,400","25,100",19,"20,200","16,500",58,"34,000","26,200",58,"5,060","2,410",293
S12000027,Shetland Islands,1,"25,900","18,400",9,"31,600","28,300",4,"17,200","15,600",11,"38,000","31,100",11,"6,000","3,530",64
S12000028,South Ayrshire,4,"28,200","16,200",36,"33,000","25,800",22,"22,900","17,900",54,"35,200","26,300",54,"5,460","2,420",297
S12000029,South Lanarkshire,12,"23,900","15,400",124,"33,400","27,400",46,"18,400","17,200",162,"34,400","27,200",162,"5,170","2,630",836
S12000030,Stirling,5,"28,900","14,100",35,"37,400","27,500",15,"22,100","18,800",48,"39,900","28,600",48,"7,060","2,840",338
S12000039,West Dunbartonshire,3,"21,400","14,000",36,"29,300","25,700",13,"15,800","14,600",46,"29,600","25,200",46,"3,700","2,300",169
S12000040,West Lothian,6,"21,200","14,900",78,"32,700","26,900",23,"17,500","15,800",96,"33,500","26,800",96,"4,840","2,580",463
N92000002,Northern Ireland,102,"22,200","14,700",639,"29,600","24,800",181,"18,800","16,500",810,"32,400","25,800",810,"4,250","2,370","3,440"
N09000001,Antrim and Newtownabbey,7,"20,900","16,000",51,"30,300","25,800",16,"19,200","18,000",65,"32,100","26,200",65,"4,080","2,490",266
N09000011,Ards and North Down,9,"26,000","14,700",55,"30,300","25,100",22,"21,200","17,200",75,"34,000","25,900",75,"4,820","2,440",361
N09000002,"Armagh City, Banbridge and Craigavon",13,"20,600","14,400",79,"28,100","24,500",20,"16,600","14,900",98,"30,800","25,200",98,"3,770","2,250",369
N09000003,Belfast,11,"29,800","15,100",118,"31,000","25,900",29,"18,300","15,900",143,"33,400","26,100",143,"4,650","2,500",663
N09000004,Causeway Coast and Glens,10,"23,400","16,400",40,"27,600","24,000",14,"20,200","18,200",56,"31,700","26,200",56,"3,990","2,450",222
N09000005,Derry City and Strabane,7,"21,400","15,200",48,"28,700","23,300",11,"18,600","16,400",60,"30,900","24,300",60,"3,740","2,100",223
N09000006,Fermanagh and Omagh,9,"13,600","5,430",34,"27,700","23,900",10,"18,900","16,600",44,"30,800","25,600",44,"3,680","2,200",162
N09000007,Lisburn and Castlereagh,8,"26,000","13,800",57,"32,800","26,600",17,"19,700","18,000",72,"35,700","26,900",72,"5,350","2,610",387
N09000008,Mid and East Antrim,7,"22,400","15,300",48,"29,200","24,300",17,"18,600","16,700",63,"31,400","25,300",63,"4,010","2,330",254
N09000009,Mid Ulster,10,"18,800","12,900",54,"28,700","24,400",10,"16,100","15,000",64,"31,900","25,600",64,"3,980","2,270",256
N09000010,"Newry, Mourne and Down",12,"20,900","15,800",55,"28,500","23,700",14,"18,200","16,200",70,"31,900","25,900",70,"3,970","2,210",279
