code,name,self_employment_income_count,self_employment_income_mean,self_employment_income_median,employment_income_count,employment_income_mean,employment_income_median,pension_income_count,pension_income_mean,pension_income_median,total_income_count,total_income_mean,total_income_median,total_tax_count,total_tax_mean,total_tax_median,total_tax_amount
E14000807,Manchester Central,5,"23,500","16,300",54,"31,500","24,700",5,"15,500","15,700",60,"33,200","25,200",60,"4,930","2,320",295
E14000808,"Manchester, Gorton",3,"17,800","12,700",33,"26,600","22,400",5,"13,500","14,600",37,"28,300","22,800",37,"3,190","1,920",118
E14000809,"Manchester, Withington",4,"24,200","13,000",40,"36,500","27,600",9,"20,600","16,900",47,"40,000","28,900",47,"6,620","2,910",312
E14000810,Mansfield,6,"19,000","15,500",40,"27,800","23,500",15,"17,200","16,400",53,"29,100","23,600",53,"3,410","1,990",181
E14000811,Meon Valley,7,"34,500","18,500",37,"40,400","28,000",18,"21,600","17,900",55,"43,400","29,900",55,"8,000","2,970",437
E14000812,Meriden,5,"31,100","16,200",43,"38,200","25,500",17,"21,000","17,900",59,"40,800","26,800",59,"7,300","2,530",434
E14000813,Mid Bedfordshire,7,"27,400","19,000",53,"40,300","30,500",19,"19,900","16,800",71,"41,700","30,500",71,"7,320","3,110",518
E14000814,Mid Derbyshire,4,"18,100","13,100",33,"34,600","26,600",15,"19,400","17,800",46,"35,200","26,500",46,"5,150","2,470",235
E14000815,Mid Dorset and North Poole,5,"19,000","14,000",32,"32,400","26,800",17,"19,500","16,200",46,"35,000","27,400",46,"4,990","2,710",229
E14000816,Mid Norfolk,7,"24,700","16,800",42,"30,900","24,900",19,"18,400","16,600",60,"32,900","25,100",60,"4,580","2,260",274
E14000817,Mid Sussex,7,"29,000","14,800",47,"44,100","29,500",18,"24,900","19,900",64,"45,800","29,500",64,"8,990","2,970",579
E14000818,Mid Worcestershire,6,"24,500","16,700",42,"33,700","25,000",16,"20,600","16,300",55,"37,800","28,200",55,"5,970","2,660",331
E14000819,Middlesbrough,3,"18,100","15,600",30,"26,700","22,000",8,"16,800","14,200",36,"27,900","22,600",36,"3,130","1,830",114
E14000820,Middlesbrough South and East Cleveland,3,"21,200","15,200",35,"30,700","24,800",16,"19,400","17,500",49,"31,400","24,800",49,"4,030","2,150",197
E14000821,Milton Keynes North,7,"20,200","15,000",57,"36,400","27,400",12,"20,000","16,400",70,"37,900","28,500",70,"6,090","2,840",423
E14000822,Milton Keynes South,7,"21,000","15,700",62,"37,600","28,100",14,"18,600","15,900",74,"39,300","29,600",74,"6,460","3,030",477
E14000823,Mitcham and Morden,10,"21,100","18,700",45,"35,700","29,200",8,"17,600","16,600",57,"36,000","29,600",57,"5,280","3,060",299
E14000824,Mole Valley,8,"43,600","16,200",39,"56,600","29,200",17,"28,400","19,700",55,"64,200","34,900",55,"15,500","3,810",856
E14000825,Morecambe and Lunesdale,4,"21,900","16,400",30,"28,200","22,700",14,"18,900","15,300",42,"30,600","23,800",42,"3,800","1,900",160
E14000826,Morley and Outwood,5,"21,300","18,200",48,"32,600","27,400",12,"18,000","16,900",60,"33,200","27,000",60,"4,440","2,570",266
E14000827,New Forest East,5,"27,900","15,200",32,"36,300","26,400",15,"22,500","18,800",46,"39,900","28,000",46,"6,910","2,650",316
E14000828,New Forest West,6,"26,400","16,100",30,"35,000","25,200",18,"23,800","19,600",47,"39,100","26,800",47,"6,470","2,580",305
E14000829,Newark,6,"24,800","16,000",41,"34,200","24,200",19,"21,400","18,000",57,"37,600","26,800",57,"6,120","2,420",350
E14000830,Newbury,7,"35,600","18,000",48,"43,100","28,200",17,"22,100","17,500",63,"48,100","31,600",63,"9,640","3,210",606
E14000831,Newcastle upon Tyne Central,3,"29,400","17,100",27,"30,800","23,000",7,"20,300","17,600",34,"33,600","23,700",34,"5,050","1,940",172
E14000832,Newcastle upon Tyne East,3,"27,600","11,300",30,"33,100","25,000",8,"19,800","17,100",36,"36,500","26,800",36,"5,650","2,520",206
E14000833,Newcastle upon Tyne North,4,"27,700","14,900",36,"34,400","26,900",12,"20,100","17,500",47,"35,700","27,300",47,"5,260","2,590",249
E14000834,Newcastle-under-Lyme,4,"18,100","14,300",35,"30,100","25,800",12,"16,400","16,000",44,"31,400","25,000",44,"4,080","2,280",181
E14000835,Newton Abbot,6,"21,600","14,900",34,"29,200","23,800",16,"18,900","17,200",48,"32,400","24,600",48,"4,340","2,200",209
E14000836,"Normanton, Pontefract and Castleford",4,"20,300","18,100",49,"29,200","24,400",13,"16,700","15,200",60,"29,600","24,100",60,"3,510","2,160",211
E14000837,North Cornwall,8,"21,700","15,400",28,"26,800","22,300",16,"18,200","15,700",44,"31,400","23,900",44,"4,130","2,010",182
E14000838,North Devon,9,"20,200","14,800",32,"26,900","21,700",15,"19,000","16,400",47,"31,100","23,800",47,"3,980","1,950",188
E14000839,North Dorset,7,"25,400","15,900",36,"32,700","25,100",19,"21,800","17,700",53,"37,200","27,500",53,"6,010","2,620",316
E14000840,North Durham,3,"20,000","15,500",34,"28,900","24,600",12,"17,700","17,200",44,"29,200","24,600",44,"3,370","2,110",150
E14000841,North East Bedfordshire,8,"27,700","17,600",56,"39,000","30,200",21,"20,000","16,600",75,"40,400","29,600",75,"6,870","3,030",519
E14000842,North East Cambridgeshire,6,"25,000","19,900",47,"30,600","26,200",16,"16,800","15,900",63,"31,500","25,600",63,"4,110","2,390",259
E14000843,North East Derbyshire,4,"20,100","16,200",35,"32,000","27,000",14,"19,400","17,700",48,"33,500","27,300",48,"4,610","2,520",221
E14000844,North East Hampshire,6,"34,200","17,000",45,"53,900","33,600",20,"24,000","18,400",62,"54,400","34,200",62,"12,100","3,950",754
E14000845,North East Hertfordshire,7,"32,100","17,600",44,"42,700","29,000",16,"22,000","18,200",59,"46,600","30,500",59,"9,190","3,220",542
E14000846,North East Somerset,7,"26,800","16,700",37,"35,400","26,100",17,"19,900","17,100",54,"38,800","27,500",54,"6,420","2,530",344
E14000847,North Herefordshire,8,"22,700","17,700",31,"30,900","24,400",18,"21,400","18,100",49,"35,100","26,400",49,"5,230","2,440",255
E14000848,North Norfolk,6,"22,700","15,700",27,"29,000","21,700",17,"21,100","16,800",42,"32,600","24,000",42,"4,580","2,060",192
E14000849,North Shropshire,7,"21,700","16,500",42,"30,100","23,900",16,"18,200","15,500",57,"33,200","25,300",57,"4,500","2,260",255
E14000850,North Somerset,7,"24,200","13,700",43,"37,700","26,800",21,"22,800","19,300",63,"41,000","29,500",63,"7,020","2,870",439
E14000851,North Swindon,6,"21,400","18,200",51,"34,800","27,500",13,"16,500","15,500",63,"34,900","27,500",63,"4,940","2,690",311
E14000852,North Thanet,6,"22,200","16,500",34,"29,100","23,100",16,"18,000","16,300",49,"30,900","23,900",49,"3,990","2,000",196
E14000853,North Tyneside,4,"19,500","14,800",37,"29,900","24,600",13,"18,800","16,900",49,"30,200","24,300",49,"3,680","2,120",179
E14000854,North Warwickshire,3,"19,000","16,300",34,"30,600","24,800",12,"17,600","16,200",45,"31,300","24,600",45,"4,130","2,150",186
E14000855,North West Cambridgeshire,7,"26,400","18,500",54,"35,500","27,700",16,"20,300","16,400",70,"37,300","28,100",70,"5,920","2,670",414
E14000856,North West Durham,4,"18,600","13,400",33,"30,200","24,800",15,"18,600","17,200",46,"30,900","24,700",46,"3,860","2,210",177
E14000857,North West Hampshire,5,"34,400","16,500",47,"41,200","28,000",19,"20,700","17,000",63,"43,900","28,800",63,"8,380","2,920",529
E14000858,North West Leicestershire,4,"23,700","17,500",44,"34,100","27,500",16,"19,900","16,900",57,"35,800","27,700",57,"5,340","2,700",306
E14000859,North West Norfolk,5,"32,400","16,900",33,"27,800","22,100",14,"19,700","16,700",46,"32,800","24,000",46,"4,810","2,040",221
E14000860,North Wiltshire,6,"30,000","14,400",36,"40,800","27,700",16,"21,500","18,200",49,"45,000","30,500",49,"8,380","2,990",413
E14000861,Northampton North,6,"23,000","20,000",38,"28,800","23,700",9,"16,700","15,400",48,"29,800","24,600",48,"3,560","2,210",172
E14000862,Northampton South,7,"22,500","19,400",43,"28,700","24,700",11,"16,100","15,100",55,"29,900","25,000",55,"3,730","2,300",204
E14000863,Norwich North,4,"24,200","19,100",36,"29,500","25,500",14,"17,200","16,500",48,"30,100","24,600",48,"3,680","2,250",178
E14000864,Norwich South,5,"23,700","13,800",37,"32,400","26,800",10,"20,100","16,400",48,"34,300","26,500",48,"4,880","2,540",234
E14000865,Nottingham East,3,"17,300","12,800",31,"26,300","22,800",5,"19,700","17,100",36,"28,200","23,000",36,"3,250","1,930",118
E14000866,Nottingham North,3,"17,900","16,500",34,"25,800","22,600",7,"16,000","15,600",40,"26,500","22,600",40,"2,780","1,820",112
E14000867,Nottingham South,4,"25,000","15,500",30,"32,300","25,700",8,"19,000","16,000",38,"34,400","26,800",38,"5,020","2,560",191
E14000868,Nuneaton,4,"21,800","18,600",39,"31,200","26,800",12,"18,100","17,200",50,"32,000","26,500",50,"4,090","2,560",204
E14000869,Old Bexley and Sidcup,5,"24,800","18,200",35,"43,700","32,400",15,"19,900","18,800",50,"41,700","29,900",50,"7,370","3,180",367
E14000870,Oldham East and Saddleworth,4,"23,000","16,800",34,"30,800","23,700",12,"18,100","15,700",44,"32,800","24,900",44,"4,450","2,150",196
E14000871,Oldham West and Royton,3,"18,300","15,400",32,"26,900","22,600",8,"17,900","17,600",40,"27,600","22,700",40,"3,010","1,810",121
E14000872,Orpington,6,"29,200","15,900",34,"52,400","36,500",14,"25,400","22,700",49,"51,100","35,400",49,"10,600","4,020",521
E14000873,Oxford East,7,"20,200","12,900",45,"37,000","30,900",9,"21,100","16,300",55,"39,100","30,800",55,"6,250","3,260",343
E14000874,Oxford West and Abingdon,7,"33,300","17,100",44,"44,500","29,700",16,"24,000","20,200",59,"48,100","30,800",59,"9,580","3,310",563
E14000875,Pendle,4,"17,000","13,300",30,"25,800","21,800",10,"19,300","17,900",40,"28,000","22,000",40,"3,220","1,700",128
E14000876,Penistone and Stocksbridge,4,"19,400","12,900",33,"32,500","26,100",16,"18,100","16,700",46,"33,600","26,000",46,"4,700","2,460",216
E14000877,Penrith and The Border,8,"20,200","14,800",29,"28,800","23,500",17,"19,300","16,500",44,"32,900","26,200",44,"4,330","2,410",191
E14000878,Peterborough,6,"21,400","15,700",45,"27,100","23,200",11,"17,500","15,400",56,"28,600","23,300",56,"3,390","1,980",191
E14000879,"Plymouth, Moor View",3,"20,900","16,700",33,"27,700","23,700",15,"16,700","15,900",45,"28,000","23,000",45,"3,100","1,890",139
E14000880,"Plymouth, Sutton and Devonport",5,"20,200","16,200",41,"28,100","23,600",12,"18,000","16,200",52,"29,700","23,900",52,"3,550","2,010",186
E14000881,Poole,6,"27,500","16,500",37,"34,400","24,600",15,"22,700","16,800",52,"39,600","26,600",52,"6,960","2,490",361
E14000882,Poplar and Limehouse,7,"36,300","14,900",74,"56,300","35,900",4,"23,900","14,300",79,"58,800","36,500",79,"14,000","4,440","1,110"
E14000883,Portsmouth North,6,"20,300","17,700",39,"29,900","25,400",12,"17,400","16,500",50,"31,000","25,500",50,"3,850","2,350",194
E14000884,Portsmouth South,4,"23,600","19,400",36,"30,900","24,400",9,"18,700","15,600",44,"32,900","25,500",44,"4,440","2,360",198
E14000885,Preston,3,"15,400","15,000",34,"24,800","21,100",8,"15,400","14,600",41,"25,800","21,700",41,"2,550","1,660",104
E14000886,Pudsey,5,"26,300","15,600",41,"35,900","28,800",13,"18,300","16,900",53,"37,600","28,500",53,"5,810","2,810",310
E14000887,Putney,8,"67,200","14,500",47,"68,600","36,700",7,"26,100","19,600",55,"78,400","38,700",55,"21,500","4,730","1,180"
E14000888,Rayleigh and Wickford,7,"23,900","18,800",41,"39,500","28,500",15,"19,100","16,300",56,"39,800","29,100",56,"6,740","2,980",376
E14000889,Reading East,6,"24,000","16,000",51,"42,000","31,000",11,"21,600","19,200",62,"42,900","31,600",62,"7,780","3,420",485
E14000890,Reading West,6,"21,400","16,100",45,"37,700","27,300",11,"21,800","18,300",56,"38,700","28,300",56,"6,440","2,920",361
E14000891,Redcar,3,"16,800","13,800",28,"29,300","25,100",13,"16,300","15,800",39,"28,800","23,900",39,"3,310","2,040",129
E14000892,Redditch,5,"22,600","17,700",40,"31,000","24,900",14,"18,400","16,900",53,"33,700","25,500",53,"4,620","2,390",244
E14000893,Reigate,7,"35,100","17,000",45,"54,900","33,800",14,"25,200","18,500",59,"57,800","35,500",59,"13,300","3,990",787
E14000894,Ribble Valley,5,"24,700","17,500",43,"31,900","25,800",23,"20,100","17,600",63,"35,000","26,500",63,"5,200","2,490",327
E14000895,Richmond (Yorks),8,"24,000","14,300",39,"31,200","22,900",23,"20,000","16,900",59,"35,700","25,600",59,"5,600","2,320",329
E14000896,Richmond Park,8,"122,000","17,600",50,"89,900","42,000",13,"29,100","19,600",64,"103,000","45,200",64,"30,400","5,530","1,950"
E14000897,Rochdale,4,"15,700","14,500",31,"28,300","24,400",8,"16,700","14,700",39,"28,800","23,900",39,"3,280","2,070",128
E14000898,Rochester and Strood,7,"22,700","19,600",43,"36,300","31,200",13,"18,300","17,100",57,"36,800","30,000",57,"5,360","3,100",305
E14000899,Rochford and Southend East,6,"23,900","18,500",36,"35,200","26,400",12,"19,700","15,900",48,"36,800","28,000",48,"5,730","2,670",273
E14000900,Romford,8,"25,000","19,500",40,"38,300","29,500",14,"17,900","16,900",56,"38,400","29,500",56,"6,260","3,040",348
E14000901,Romsey and Southampton North,6,"33,100","17,000",34,"42,400","28,300",17,"23,500","19,300",50,"45,500","30,400",50,"8,810","3,110",438
E14000902,Rossendale and Darwen,5,"23,600","16,400",38,"31,200","25,100",11,"17,200","15,100",48,"34,200","26,100",48,"4,890","2,380",233
E14000903,Rother Valley,4,"21,600","14,900",35,"32,300","27,300",14,"17,800","15,600",47,"33,500","27,100",47,"4,570","2,560",215
E14000904,Rotherham,3,"17,500","15,100",30,"27,700","23,300",7,"16,500","15,700",38,"28,100","23,300",38,"3,100","1,970",117
E14000905,Rugby,4,"23,200","14,700",48,"34,100","27,100",15,"18,700","16,800",61,"35,100","27,000",61,"5,080","2,630",308
E14000906,"Ruislip, Northwood and Pinner",7,"41,800","16,900",39,"53,200","33,800",12,"25,400","20,300",52,"57,900","38,300",52,"12,800","4,200",672
E14000907,Runnymede and Weybridge,6,"42,700","18,200",47,"60,000","32,100",14,"24,800","19,700",60,"63,000","34,700",60,"15,600","3,950",944
E14000908,Rushcliffe,5,"30,200","15,300",41,"43,700","30,000",15,"23,200","19,400",55,"46,900","32,100",55,"9,050","3,260",494
E14000909,Rutland and Melton,7,"29,700","15,900",40,"36,200","24,900",19,"22,400","18,600",57,"43,600","28,500",57,"8,220","2,710",470
E14000910,Saffron Walden,9,"34,600","17,100",48,"48,000","32,000",20,"21,400","16,300",67,"51,300","33,500",67,"10,900","3,430",733
E14000911,Salford and Eccles,6,"21,300","16,700",55,"32,900","24,700",9,"16,800","15,300",64,"33,800","25,300",64,"5,090","2,390",324
E14000912,Salisbury,6,"26,900","15,300",39,"36,900","28,700",19,"23,100","18,200",55,"40,900","29,700",55,"7,080","3,060",392
E14000913,Scarborough and Whitby,5,"20,600","16,500",29,"26,800","22,100",16,"18,700","17,100",43,"29,900","23,600",43,"3,650","1,980",159
E14000914,Scunthorpe,2,"17,000","13,200",36,"28,500","24,800",9,"16,000","14,900",44,"28,900","24,700",44,"3,400","2,180",148
E14000915,Sedgefield,3,"19,500","13,400",29,"30,500","25,200",13,"17,700","16,900",39,"31,400","24,700",39,"4,030","2,190",158
E14000916,Sefton Central,4,"27,300","16,800",30,"39,100","27,900",18,"20,600","18,500",46,"39,200","27,800",46,"6,670","2,690",308
E14000917,Selby and Ainsty,6,"31,000","16,300",42,"35,700","26,500",17,"20,800","17,200",58,"39,800","28,700",58,"6,670","2,830",385
E14000918,Sevenoaks,6,"61,100","17,300",39,"63,700","30,400",16,"22,900","18,700",55,"66,000","32,500",55,"16,900","3,420",926
E14000919,Sheffield Central,4,"27,500","15,800",36,"30,400","24,700",5,"20,800","18,600",41,"33,200","25,900",41,"4,540","2,380",187
E14000920,Sheffield South East,3,"22,700","19,800",29,"28,100","23,800",10,"16,400","15,600",39,"28,500","23,500",39,"3,280","1,970",127
E14000921,"Sheffield, Brightside and Hillsborough",3,"16,400","14,400",34,"26,200","22,800",6,"13,500","13,100",39,"27,000","23,300",39,"2,800","1,930",110
E14000922,"Sheffield, Hallam",5,"32,700","12,500",32,"39,800","29,900",15,"25,300","20,700",46,"45,000","32,100",46,"7,940","3,390",366
E14000923,"Sheffield, Heeley",4,"19,100","14,600",34,"26,800","23,700",9,"16,100","15,800",42,"28,300","24,400",42,"3,110","2,110",130
E14000924,Sherwood,5,"22,300","16,900",37,"30,700","25,000",17,"19,000","16,800",51,"32,800","25,100",51,"4,520","2,260",233
E14000925,Shipley,5,"24,200","15,800",35,"32,200","26,400",14,"19,100","16,300",48,"35,100","27,500",48,"5,050","2,680",241
E14000926,Shrewsbury and Atcham,7,"21,800","15,700",45,"31,600","24,500",15,"19,600","15,700",57,"35,800","27,600",57,"5,290","2,640",301
E14000927,Sittingbourne and Sheppey,7,"23,400","19,100",43,"31,600","24,600",15,"18,000","15,800",59,"32,600","24,800",59,"4,390","2,260",258
E14000928,Skipton and Ripon,8,"27,700","16,600",35,"34,400","25,000",17,"22,000","17,200",51,"40,700","27,200",51,"7,190","2,540",367
E14000929,Sleaford and North Hykeham,6,"22,700","16,900",46,"33,900","27,200",24,"19,000","16,600",64,"35,800","27,700",64,"5,320","2,650",342
E14000930,Slough,8,"19,300","16,500",54,"33,400","27,400",7,"15,300","13,900",64,"34,600","27,700",64,"4,920","2,740",315
E14000931,Solihull,4,"31,100","17,500",41,"39,200","29,700",17,"21,800","19,400",56,"40,800","29,700",56,"6,970","3,060",389
E14000932,Somerton and Frome,9,"24,100","15,800",36,"33,700","25,600",21,"21,000","17,400",55,"38,300","27,100",55,"6,190","2,650",343
E14000933,South Basildon and East Thurrock,7,"24,900","21,000",40,"34,500","27,800",12,"19,900","17,100",53,"35,600","27,900",53,"5,300","2,790",280
E14000934,South Cambridgeshire,9,"30,100","14,600",55,"47,400","31,600",19,"22,500","18,100",72,"51,000","33,500",72,"10,700","3,560",771
E14000935,South Derbyshire,5,"24,300","17,500",45,"33,900","26,500",16,"19,400","16,600",59,"36,100","27,000",59,"5,560","2,570",330
E14000936,South Dorset,5,"22,800","15,100",31,"27,600","23,900",19,"20,200","17,800",48,"32,600","25,300",48,"4,520","2,240",215
E14000937,South East Cambridgeshire,8,"25,300","16,500",52,"41,500","30,700",17,"21,100","16,100",69,"43,300","31,300",69,"7,920","3,390",549
E14000938,South East Cornwall,6,"18,100","14,600",30,"27,400","22,200",15,"19,400","17,500",43,"30,500","24,000",43,"3,770","2,040",164
E14000939,South Holland and The Deepings,6,"22,300","17,600",45,"29,800","25,200",16,"17,700","16,200",60,"31,400","25,600",60,"4,080","2,390",244
E14000940,South Leicestershire,5,"23,700","19,300",45,"34,100","28,100",16,"17,700","15,700",59,"35,400","27,700",59,"5,200","2,650",309
E14000941,South Norfolk,8,"23,900","16,200",40,"35,000","28,000",20,"21,200","18,100",59,"37,300","28,400",59,"5,880","2,900",349
E14000942,South Northamptonshire,8,"41,100","18,200",53,"41,100","30,100",16,"20,900","17,500",68,"45,800","32,000",68,"8,580","3,390",584
E14000943,South Ribble,4,"22,600","16,600",38,"32,500","26,600",18,"19,700","17,500",54,"34,900","27,100",54,"5,000","2,560",268
E14000944,South Shields,3,"15,600","12,200",26,"29,300","25,400",9,"16,600","15,400",34,"30,000","25,400",34,"3,540","2,360",119
E14000945,South Staffordshire,5,"22,800","14,700",38,"34,200","26,600",18,"19,100","17,000",53,"37,000","26,800",53,"5,790","2,510",308
E14000946,South Suffolk,6,"32,600","14,200",36,"34,900","25,000",18,"21,400","18,000",52,"39,300","26,900",52,"6,690","2,580",348
E14000947,South Swindon,6,"18,900","15,800",47,"33,500","25,900",13,"17,800","16,100",58,"34,500","26,200",58,"5,090","2,550",295
E14000948,South Thanet,6,"21,300","15,700",30,"31,500","23,800",15,"20,700","17,500",45,"33,800","24,800",45,"5,010","2,150",224
E14000949,South West Bedfordshire,8,"24,000","18,600",51,"34,700","27,700",15,"18,600","17,100",66,"36,100","28,600",66,"5,280","2,860",347
E14000950,South West Devon,5,"22,000","16,700",39,"31,800","27,300",19,"19,700","17,600",55,"33,700","27,500",55,"4,490","2,670",247
E14000951,South West Hertfordshire,8,"47,900","17,700",45,"56,500","31,500",17,"26,100","20,000",62,"62,700","35,500",62,"15,100","3,770",928
E14000952,South West Norfolk,6,"20,400","15,100",38,"30,500","25,200",17,"18,400","16,000",54,"32,000","25,300",54,"4,260","2,380",231
E14000953,South West Surrey,8,"56,500","16,200",45,"58,700","32,700",19,"27,600","19,700",62,"64,900","36,100",62,"16,000","4,170",998
E14000954,South West Wiltshire,6,"23,500","16,900",43,"31,600","24,700",19,"20,700","17,900",59,"35,000","25,900",59,"5,260","2,350",312
E14000955,"Southampton, Itchen",6,"18,600","16,500",41,"29,800","26,000",11,"15,900","15,300",52,"30,000","25,400",52,"3,560","2,320",185
E14000956,"Southampton, Test",5,"22,500","17,000",43,"29,400","25,200",8,"17,900","15,000",51,"30,900","25,200",51,"3,910","2,400",198
E14000957,Southend West,5,"25,400","19,900",34,"42,000","30,000",11,"20,300","18,200",46,"42,700","30,300",46,"7,830","3,090",357
E14000958,Southport,4,"20,900","14,900",35,"29,400","22,500",16,"20,900","17,000",48,"32,700","24,700",48,"4,620","2,260",220
E14000959,Spelthorne,5,"22,700","17,100",41,"40,300","31,300",13,"22,300","19,500",55,"41,500","31,800",55,"7,110","3,390",387
E14000960,St Albans,8,"38,500","15,000",45,"57,500","32,700",14,"23,600","19,300",59,"59,700","34,300",59,"14,200","3,890",842
E14000961,St Austell and Newquay,8,"20,300","17,600",37,"26,500","22,500",15,"17,200","15,000",52,"28,900","23,800",52,"3,360","2,000",176
E14000962,St Helens North,3,"22,100","19,200",37,"29,700","24,600",12,"16,200","14,800",47,"30,800","25,300",47,"3,830","2,340",179
E14000963,St Helens South and Whiston,3,"23,000","16,100",40,"29,700","25,600",13,"18,400","17,400",52,"30,200","24,800",52,"3,660","2,290",189
E14000964,St Ives,8,"22,200","14,800",26,"26,300","21,300",15,"20,400","18,400",41,"32,000","24,500",41,"4,270","2,100",177
E14000965,Stafford,4,"22,700","17,000",39,"31,400","25,300",16,"19,800","17,700",53,"33,000","25,800",53,"4,440","2,370",236
E14000966,Staffordshire Moorlands,6,"19,000","12,600",30,"29,800","24,500",15,"18,100","16,300",43,"32,300","25,100",43,"4,180","2,140",180
E14000967,Stalybridge and Hyde,4,"23,000","17,900",38,"29,900","25,100",11,"15,800","15,500",47,"31,000","25,100",47,"3,890","2,310",184
E14000968,Stevenage,6,"24,000","17,000",41,"37,500","30,300",11,"20,400","17,900",52,"39,100","30,900",52,"6,280","3,290",324
E14000969,Stockport,5,"23,100","15,800",38,"32,300","26,600",11,"17,200","15,400",48,"33,700","26,600",48,"4,700","2,480",228
E14000970,Stockton North,3,"21,500","15,700",32,"29,500","23,700",11,"17,500","15,400",41,"30,900","24,200",41,"3,910","2,090",159
E14000971,Stockton South,3,"27,800","15,400",40,"33,600","26,500",13,"20,600","18,400",50,"35,500","27,400",50,"5,160","2,600",259
E14000972,Stoke-on-Trent Central,3,"18,100","14,100",29,"26,600","24,300",8,"16,000","15,900",36,"26,600","23,800",36,"2,800","2,050",102
E14000973,Stoke-on-Trent North,4,"19,300","16,900",35,"25,000","22,200",10,"13,600","14,900",44,"25,700","22,000",44,"2,550","1,750",112
E14000974,Stoke-on-Trent South,3,"23,400","17,500",33,"26,800","23,600",11,"14,600","14,300",41,"28,200","23,700",41,"3,300","2,050",136
E14000975,Stone,5,"22,100","15,500",32,"39,700","27,100",17,"19,200","17,300",47,"42,400","27,700",47,"8,050","2,610",378
E14000976,Stourbridge,3,"22,600","16,100",32,"30,700","26,000",12,"18,200","15,500",43,"32,000","26,000",43,"4,160","2,290",177
E14000977,Stratford-on-Avon,6,"29,000","14,400",36,"44,700","27,100",17,"22,800","18,100",51,"50,200","30,900",51,"10,600","3,080",542
E14000978,Streatham,9,"36,400","15,300",57,"53,400","34,800",5,"19,600","16,000",65,"56,400","35,100",65,"12,900","4,080",837
E14000979,Stretford and Urmston,4,"20,000","17,200",41,"31,600","26,500",11,"15,700","15,100",50,"32,600","27,400",50,"4,190","2,620",209
E14000980,Stroud,7,"25,300","14,800",39,"36,000","27,000",19,"21,300","17,700",57,"39,400","28,000",57,"6,460","2,730",367
E14000981,Suffolk Coastal,7,"24,600","15,100",34,"35,300","24,900",23,"22,200","18,600",55,"38,300","26,300",55,"6,570","2,440",362
E14000982,Sunderland Central,3,"17,200","14,100",35,"27,900","24,100",14,"15,700","14,400",46,"28,300","23,400",46,"3,190","1,970",146
E14000983,Surrey Heath,7,"27,300","17,700",44,"49,000","34,300",17,"25,300","20,900",61,"50,000","34,400",61,"10,200","3,870",628
E14000984,Sutton and Cheam,6,"27,600","19,100",42,"47,700","35,100",11,"20,600","17,400",53,"48,200","35,000",53,"9,430","4,050",500
E14000985,Sutton Coldfield,5,"35,700","17,800",38,"39,500","29,500",17,"20,000","18,300",54,"42,100","29,700",54,"7,350","2,840",397
E14000986,Tamworth,4,"21,800","16,600",38,"32,600","25,400",13,"20,700","18,300",50,"35,100","26,000",50,"5,330","2,460",265
E14000987,Tatton,7,"33,100","14,000",36,"53,400","27,900",16,"25,900","20,100",51,"58,800","32,100",51,"13,900","3,330",715
E14000988,Taunton Deane,8,"20,400","14,600",48,"29,900","24,200",20,"22,400","15,800",67,"33,300","25,500",67,"4,670","2,270",312
E14000989,Telford,4,"19,400","17,400",39,"28,400","24,800",11,"16,000","15,300",49,"29,300","24,600",49,"3,440","2,190",167
E14000990,Tewkesbury,6,"24,200","18,800",45,"33,000","25,700",20,"20,800","17,800",62,"35,900","26,700",62,"5,470","2,570",340
E14000991,The Cotswolds,9,"34,300","15,100",39,"41,200","25,100",19,"25,200","19,200",56,"49,700","28,900",56,"10,500","2,780",595
E14000992,The Wrekin,4,"17,100","14,500",38,"32,100","26,300",14,"18,800","17,400",51,"33,300","26,100",51,"4,610","2,360",236
E14000993,Thirsk and Malton,8,"26,200","17,000",36,"31,500","24,400",20,"21,000","16,700",54,"37,200","27,100",54,"6,010","2,610",323
E14000994,Thornbury and Yate,6,"27,100","18,200",38,"34,900","27,800",15,"20,900","17,600",51,"40,400","29,100",51,"6,960","2,820",358
E14000995,Thurrock,9,"23,000","18,600",53,"34,400","29,200",9,"16,600","16,500",65,"35,400","29,400",65,"4,960","3,170",321
E14000996,Tiverton and Honiton,8,"23,300","16,700",33,"32,400","23,600",19,"19,900","17,800",52,"35,000","25,400",52,"5,490","2,190",285
E14000997,Tonbridge and Malling,8,"42,800","17,600",43,"48,900","29,100",15,"23,200","18,600",58,"52,500","30,600",58,"11,600","3,140",672
E14000998,Tooting,7,"103,000","19,000",53,"62,400","38,200",5,"22,400","16,700",61,"72,700","40,000",61,"18,600","4,810","1,130"
E14000999,Torbay,5,"19,700","16,100",35,"27,000","24,000",15,"17,200","14,600",48,"29,900","25,500",48,"3,620","2,290",173
E14001000,Torridge and West Devon,8,"19,800","14,700",31,"28,200","22,900",20,"19,500","17,100",50,"31,200","24,200",50,"4,070","2,060",201
E14001001,Totnes,7,"24,000","16,600",26,"29,100","22,500",15,"21,800","18,200",41,"36,000","27,000",41,"5,300","2,450",215
E14001002,Tottenham,12,"22,100","18,100",53,"33,100","26,400",6,"14,100","13,700",63,"34,200","27,000",63,"4,940","2,650",313
E14001003,Truro and Falmouth,7,"27,000","15,600",35,"29,100","22,800",16,"20,600","17,300",51,"34,400","25,400",51,"4,930","2,230",250
